序号,正文,情感属性,情感分值
2964,回复@黄帝的微博2018:心瞎。//回复@走向共和_Alan:俄罗斯什么时候侵占中国土地了？俄罗斯从来没有侵略过中国，八国联军是美国干的，抗战是美国买武器给日本侵略中国，苏联帮中国抗战赶走日军，抗美援朝美国侵略中国你忘记了？美国到现在还在挑起贸易战你装瞎子？,中性,0.415496824
2965,丫就是一群乌合之众的吹鼓手。臭不可闻。,负面,0.000666297
2966,//@malone201604:胡锡进的逻辑是：老子过去好牛逼呀，可以掏出鸡鸡随便对姑娘媳妇耍流氓，一般人只能躲避，敢怒不敢言。现在耍个小流氓，这么多人不忿，老子要回家拿刀了。[哈哈],负面,0.005388766
2967,苏联在，将会是我国的头号敌人,中性,0.499971828
2968,老胡，建议你把片头调一下色。现在这色调把你调的阴森森，跟鬼一样。该不是你手下看你不顺眼故意黑你吧？,负面,0.00741316
2969,苏联人缘不好～～总是一副咄咄逼人的态度。对于中俄也仅仅是地缘政治才走在“一起”,中性,0.49196574
2970,意识形态领域的争斗一刻都没有停止，我们绝对不能刀枪入库放马南山。,中性,0.498975143
2971,丑恶的嘴脸[弱],负面,0.00031976
2972,回复@起奇马:医疗免费只是一部分免费吧，进口药进口器械免费是不可能的事。上学咱们初中之前已经免费了，高中有部分地区也免费了。民主化了新疆西藏台湾会有人推动独立的。美国遏制中国并不会因为体制改变而改变。//回复@燃烧的强哥:（借此事告知中国不要走苏联的老路，否则我们也可能跟现在俄罗斯一样）跟俄罗斯现在一样，指什么，是指医疗免费，上学免费，人人一票选总统!,中性,0.497065938
2973,胡编开始定义了,中性,0.499786151
2974,老胡底下这种人很多，毕竟跪久了是这样的，想拿美分有拿不到[并不简单],负面,0.158474913
2975,人民一词在中国是有政治含义的！不是只要是中国人就是中国人民！只有爱国的才能称为人民,中性,0.664788455
2976,看来 ，中国的百姓和舆论姐也都在关注这场贸易战 ！//@胡锡进:你算人民？那个保卫祖国、不让祖国受辱的人民从来不会把你纳入进来的。这个国家由正直的人民和一群你这样的人组成。//@仰望美国:@胡锡进 别自己闯了祸，让自己的人民垫背，买单，懂吗？,负面,0.202272899
2977,日本和台湾，最铁的两个仰望同盟小弟，并没有在贸易特赦范围闪，仰望有屁用！美国第一，仰望也分先后滴。这号要关注才能评论，几乎又是营销号？,负面,0.036941933
2978,怎么有你这么下贱的人@仰望美国,负面,0.000240775
2979,这个回复会给他增加很多粉丝的。 主编客观上用自己的影响力给本来互相见不到的苍蝇拉了皮条，让他们扎起堆，嗡嗡的声音更大了。 不过也仅此而已。,负面,0.049019897
2980,回复@武旨修心:你是不是从小没爸妈啊？为啥养大你的不是你父母？//仰望美国？真该把这样的洋奴开除国籍踢出中国，你娘辛苦把你养大，你他妈反过来回头骂娘，真是狼心狗肺的东西。,负面,0.000231323
2981,干我屁事,负面,0.000223274
2982,回复@GGenyee:敢问家奴不是跪着还是站着呢？//这ID就是跪的太久的表现,中性,0.496242139
2983,回复@嘎东饭馆:下跪这叫比喻……[作揖]//回复@GGenyee:仰望在你看来就是下跪，未免有点刻薄，你的ID是英语，难道你也下跪了？,中性,0.48878129
2984,来而不往非礼也……14亿人民在新时代党的坚强领导下……拧成一股绳……奉陪到底……打掉川普的狂傲·自大．嚣张气焰……[作揖][作揖][作揖],中性,0.372149698
2985,回复@GGenyee:河南省平顶山市公安局翠玉宫集资诈骗案专案组成立两年了，在案件办理上只办案不追款，且至今连涉案企业法人和相关财务人员尚未抓捕，两年来，除了业务员退的几百万提成外，其余数亿元群众被骗钱款均未追回，也未查清去向。呵呵，这就是档领导下的人民公安为民办案，如此办案，民不聊生啊！//这ID就是跪的太久的表现,负面,0.001129344
2986,只关心贸易战，不参与此战。//@胡锡进:你算人民？那个保卫祖国、不让祖国受辱的人民从来不会把你纳入进来的。这个国家由正直的人民和一群你这样的人组成。//@仰望美国:@胡锡进 别自己闯了祸，让自己的人民垫背，买单，懂吗？,负面,0.237511739
2987,回复@诗魂邱存:说汉奸不是人民不对吗？//回复@陕西愣娃198710:我也实事求是给你说，宪法规定中华人民共和国的一切权利属于人民，处于最高权利的人民批评下政府，就要被属于公仆人员的，看好了是仆人，下人，污蔑为不属于人民？宪法赋予了你们这些仆人这种权利了吗？人民是不是人民，人民自己说了算，而不是人民雇佣的仆人说的算，管家还想做老爷的主，臭不要脸,负面,0.000494096
2988,世界上总会有一些人，他们只是喜欢唱反调的过程而不论你提出的是什么。就算你说1+1=2他们也会用一群羊加一群羊还是等于一群羊的理论来嘲讽你的“无知”。,中性,0.486568076
2989,回复@V-极致的黑:你就是小粉红吧[太开心]//回复@iJet喷射式电子烟:虽然我是相当喜欢车，但还是要为祖国说两句。要不是高关税，中国的汽车工业不可能发展得如此迅猛。今天的中国汽车跟5年前完全不是一个层级,中性,0.56882973
2990,汉奸们的理由永远是，不让当汉奸没饭吃。//@胡锡进:你算人民？那个保卫祖国、不让祖国受辱的人民从来不会把你纳入进来的。这个国家由正直的人民和一群你这样的人组成。//@仰望美国:@胡锡进 别自己闯了祸，让自己的人民垫背，买单，懂吗？,负面,0.018961861
2991,这就又开始文革了？,负面,0.213101766
2992,回复@双标公知粉研究中心:百度下小粉红[太开心][太开心][太开心]//回复@EDM依赖症:原来是个沙壁,中性,0.686469167
2993,理解胡编护主心切[嘻嘻]//@胡锡进:你算人民？那个保卫祖国、不让祖国受辱的人民从来不会把你纳入进来的。这个国家由正直的人民和一群你这样的人组成。//@仰望美国:@胡锡进 别自己闯了祸，让自己的人民垫背，买单，懂吗？,负面,0.235850543
2994,回复@round41991:哈哈哈哈哈哈哈哈哈简单粗暴 我喜欢//回复@暴走张先森:脑子装大便的货。5块钱一包的烟能和5块钱一包的方便面收一样的税吗？中美各自主要出口的东西就不是一回事，你却要关税一致。我和你爸都上男厕，你叫我爹就行了。不然误国。,中性,0.465878481
2995,回复@iJet喷射式电子烟:虽然我是相当喜欢车，但还是要为祖国说两句。要不是高关税，中国的汽车工业不可能发展得如此迅猛。今天的中国汽车跟5年前完全不是一个层级//当别人花六十万买一台车，你要花一百八十万。你不觉得备受屈辱，你还是人吗？,中性,0.480093793
2996,回复@诗魂邱存:宪法规定中国人有权利有义务，维护国家荣誉，别说老胡可以批评，任何人都可以，老胡只是实事求是说出了，而已，//回复@陕西愣娃198710:宪法，怎么两会修改的宪法加了一个条款？第几条第几款上写了胡锡进有权利评判一个人是不是人民了？,中性,0.472049266
2997,回复@先生的豆浆和煎饼:你太有耐心了。你只需讲两个简单例子：去年国内成品油价格大约6块多一升，而出口到新加坡却只有3块左右。(@联合早报  报道过。国内联想同型号产品价格，比在美国市场上销售的贵许多。//回复@用声音装满你的卧室的配音员:哈哈哈  公道自在人心  只是我没想到帮吃瓜群众说话还要被吃瓜群众喷,负面,0.018960331
2998,跪久了，一旦站起来自己都怕！,中性,0.482768662
2999,胡编高潮了,中性,0.498898351
3000,胡编睁眼说瞎话,负面,0.030665159
3001,是祖国不让人民受辱吧 完全相反 没有人民哪里来的祖国,负面,0.003369654
3002,回复@先生的豆浆和煎饼:胡说八道，我就是在惠东做鞋的//中国生产一双鞋成本100，卖国人400，出口到美国超市卖5美元。赔70元人民币，4千双鞋换回2万美元，赔28万人民币。用2万美元从美国进口一台车，到中国卖50万元。赚36万。中国没亏，美国也没亏，吃瓜群众亏了。结果美国人说这不合理，中国不是自由贸易市场。可笑的是吃瓜群众站出一片指责美国贸易保护！,负面,0.004463667
3003,回复@诗魂邱存:宪法，//回复@陕西愣娃198710:他违反了哪条法律，您这大法官给定义下，杀人了，还是放火了？,负面,0.000404869
3004,我绝对支持你的想法跟言论，中国不怕也不虚。但是哥，可不可以先把你手中的苹果砸了以表示你强硬的态度。[允悲],中性,0.35863271
3005,胡编牛逼啊，直接把人给开除出了人民的队伍,负面,0.001677182
3006,回复@云南老小林:无知 呵呵//他生长在这片土地上，他就是这块土地上的人民。你说不是就不是吗？,中性,0.483772165
3007,回复@嘎东饭馆:按你这逻辑你的id是中文字，你不敢俯视美国？//回复@GGenyee:仰望在你看来就是下跪，未免有点刻薄，你的ID是英语，难道你也下跪了？,中性,0.438762346
3008,回复@LSMFT:那也得有个比较，你说呢//中国不怕这些无耻的政客与御用文人，怕的是大多数无知的群众，试想下，若是底下的群众都知道个一二三，他们还能以转移注意力，拉名族仇恨的方式来掩盖自己执政的失败与整个体制的腐烂嘛！,负面,0.001525843
3009,回复@我还有热血:遵纪守法，爱国//怎样才配称为人民呢？,正面,0.967359411
3010,回复@匆匆一瞥45935:难道你不知道？//胡总编，咱可以吧救命的治癌药的关税降下来吗？这可是救您口中的“人民”的命的药啊！咱可以不发人命财吗？啊！,负面,0.013884906
3011,回复@张震Joe:你说的对，只要遵纪守法，前提是它遵纪守法了吗？//别人只要遵纪守法、依法纳税，怎么又不能算人民了？胡总已经被授权到可以参与定义“人民”这个概念了？,中性,0.488808012
3012,放个大招让川普吃苦头啊？别对外没本事，回家拿孩子说事,负面,0.012401892
3013,回复@科立昂family:消灭那种在中国生活，不承认中国人的，就应该消灭//回复@zxd江宁hal:这就要消灭？这就要消灭？这就要消灭？？？你说这话我真的不寒而栗！,负面,0.052570808
3014,老胡高度不够,中性,0.418381008
3015,回复@我爱你forever我的宝贝:那是和他不一样吗？是最基本的情况都搞不清楚，连自己姓什么叫什么都不知道//说了和你意见不一的话，就不是人民了吗？[嘻嘻],负面,0.006217487
3016,姓赵的是人民,中性,0.496795553
3017,咱祖先曾遗言:闷声发大财;邓公教导:韬光养晦，这几年咱太招摇了，摇来狼了不是?!,中性,0.34798442
3018,回复@EDM依赖症:你除了在网上喷你主子，你会干什么？现实中咋不去喷//回复@双标公知粉研究中心:你的价值就是两句话就高潮了？赵家狗就这点本事？一句话不对把人大为美分？,负面,0.003161172
3019,回复@最爱qiaoaq:你的意思是我们就应该吃树皮，活在100年前外国人驻扎的年代？//回复@狼牙月CL:几千万国企工人被下岗，苟延残喘流离失所，你们以为历史都是任人随便篡改的吗？改开以来黄赌毒遍地毒奶粉毒空气农村凋敝农民工背井离乡留守儿童官二代富二代作恶多端，股市大起大落割韭菜，我咋看不出来这个时代有啥可吹捧的呢？,负面,0.000395247
